dataset_id,normalized_mae,normalized_rmse,stockout_rate,stockout_days,mape,expired_rate,expired_units_total,non_expired_negative_days,avg_non_expired_inventory
A023,0.050070972036214356,0.05963730688781022,1.1396011396011396,4,5.015897824298412,74.39829120858828,120863.0,0,0.0
A024,0.058457104444884056,0.07228289838353241,1.1396011396011396,4,5.49456995404014,73.33726451692996,118150.0,0,0.0
A025,0.04486549030505403,0.05660694875755698,1.7094017094017095,6,4.551012777999135,69.64675695350397,96630.0,0,0.0
A026,0.0407229714531847,0.04854821883019496,1.1396011396011396,4,4.186456402635957,74.4542450882058,50477.0,0,0.0
A027,0.032920254178283155,0.03937859243954184,1.9943019943019942,7,3.339169659020741,67.59038257699963,88636.0,0,0.0
A028,0.05216791322627261,0.06666561055357591,0.8547008547008548,3,5.021991044991405,79.91127091367761,27559.0,0,0.0
A029,0.047659217315548896,0.05832118048813342,0.8547008547008548,3,4.712136803240684,80.79569483447266,72216.0,0,0.0
A030,0.04125616134932568,0.05230764643356531,1.4245014245014245,5,4.148331581832192,71.36910494784439,43720.0,0,0.0
A031,0.05072194147883227,0.06238212609406476,0.5698005698005698,2,5.103260279401503,86.95610705224806,45585.0,0,0.0
A032,0.04612076267176382,0.06016341732351919,1.1396011396011396,4,4.40341271869528,74.68921118839722,20187.0,0,0.0
A033,0.03532062513217994,0.04342664635515295,1.1396011396011396,4,3.525205423779881,74.0471044058379,118873.0,0,0.0
A034,0.04347548899731893,0.055914509987952984,0.5698005698005698,2,4.264257375499686,86.96535358329378,45809.0,0,0.0
A035,0.03798328332768172,0.04882289159733537,1.4245014245014245,5,3.7644349662020855,72.24882651367882,45714.0,0,0.0
A036,0.04133172768165741,0.05178281155800392,1.1396011396011396,4,4.085140036097787,74.22822745430112,120969.0,0,0.0
A037,0.04512192515563752,0.05709860805120839,1.1396011396011396,4,4.579059420123254,74.1754251863176,19408.0,0,0.0
A038,0.0496679411172002,0.05998091779830334,1.1396011396011396,4,5.029287477732016,73.6577485203527,48785.0,0,0.0
A039,0.04207788893426594,0.051172561607987624,0.8547008547008548,3,4.173105781640315,80.82045217783033,28705.0,0,0.0
A040,0.048623549629087305,0.06219625083076661,1.9943019943019942,7,4.920421034436027,68.4891504902484,89829.0,0,0.0
A041,0.04510082460054902,0.055315980017169156,1.4245014245014245,5,4.499790778288284,72.18322540312442,106227.0,0,0.0
A042,0.03776526034308812,0.04856559601021171,1.9943019943019942,7,3.6861671304103427,68.29034394051251,89726.0,0,0.0
A043,0.04492658080169462,0.05897338058647359,1.4245014245014245,5,4.414627330477182,71.44140282115663,104991.0,0,0.0
A044,0.038518212376187584,0.04825743136308325,0.5698005698005698,2,3.8773619310326723,86.77666789033367,44913.0,0,0.0
A045,0.04242617843239852,0.05412977731283161,0.8547008547008548,3,4.22267424929129,80.27554818169588,71609.0,0,0.0
A046,0.04327101144820584,0.05472330763862355,1.1396011396011396,4,4.230944985436624,74.10675818216933,49882.0,0,0.0
A047,0.03751078384884178,0.0469594092802208,0.8547008547008548,3,3.768436813641238,80.8597950982057,28571.0,0,0.0
A048,0.03335480821442143,0.04165134035086367,1.4245014245014245,5,3.378908530310296,70.86518784178718,103539.0,0,0.0
A049,0.04100209266002458,0.05167896042939046,1.1396011396011396,4,4.080480384160188,74.26651388931901,119907.0,0,0.0
A050,0.04622455506044977,0.05671430775260126,0.5698005698005698,2,4.591327310985631,86.90948637716554,45551.0,0,0.0
A051,0.04288271514551661,0.0529408418112306,1.4245014245014245,5,4.42181833378615,72.13467970156934,44862.0,0,0.0
A052,0.03488973027729403,0.04481048226708083,1.7094017094017095,6,3.5323543143367067,69.53976409291555,96097.0,0,0.0
A053,0.035651202887712806,0.04366896511735993,0.8547008547008548,3,3.5877403603712366,80.76275299020867,28292.0,0,0.0
A054,0.04566062892470111,0.05477166079398911,0.5698005698005698,2,4.518847803794783,86.92033746595823,45641.0,0,0.0
A055,0.04352290832710455,0.0566895429681777,1.1396011396011396,4,4.430756151254063,74.41225041285092,49566.0,0,0.0
A056,0.03341367196694684,0.04219842134491506,0.8547008547008548,3,3.3914609924614125,80.69812642665039,71413.0,0,0.0
A057,0.04114393080686732,0.05197609858907124,1.4245014245014245,5,4.083727986534285,71.57645908053473,43905.0,0,0.0
A058,0.047911461996051424,0.060265204568147754,1.1396011396011396,4,4.9159350401121005,74.62943875923335,121643.0,0,0.0
A059,0.041523187854119424,0.05439951131201671,1.4245014245014245,5,4.172353531928275,72.03636264811392,106026.0,0,0.0
A060,0.04248383960465796,0.05214646493441017,1.1396011396011396,4,4.2990769457272,73.69437616013646,117516.0,0,0.0
A061,0.04473718609862886,0.054320284361283416,1.9943019943019942,7,4.5309690784514585,68.4400171154467,91171.0,0,0.0
A062,0.04418289329176188,0.05705959661313778,1.4245014245014245,5,4.2978631593185765,71.0989462159573,103904.0,0,0.0
A063,0.03669587295381331,0.04524828931468913,0.8547008547008548,3,3.6597038882881545,80.83667111704494,72656.0,0,0.0
A064,0.047775053440242306,0.05979412533886293,0.8547008547008548,3,4.683215474164654,80.69664725958643,72351.0,0,0.0
A065,0.02961759781721639,0.037578082525395726,1.9943019943019942,7,2.972928910505903,67.73963358825993,87334.0,0,0.0
A066,0.03874011930267304,0.04763713240908672,0.5698005698005698,2,3.9594408113593103,87.25490196078431,46280.0,0,0.0
