dataset_id,old_stockout_rate,new_stockout_rate,old_normalized_mae,new_normalized_mae,stockout_improvement,stockout_days,total_days
A001,1.1396011396011396,1.1396011396011396,0.030364684053241515,0.030364684053241515,0.0,4,351
B001,0.8547008547008548,0.8547008547008548,0.3283595057952837,0.3283595057952837,0.0,3,351
C001,0.5698005698005698,0.5698005698005698,0.05505442122291935,0.05505442122291935,0.0,2,351
D001,0.8547008547008548,0.8547008547008548,8.238186433754741,8.238186433754741,0.0,3,351
E001,1.4245014245014245,1.4245014245014245,0.201378602042217,0.201378602042217,0.0,5,351
