dataset_id,normalized_mae,normalized_rmse,stockout_rate,stockout_days,mape,mape_count,total_samples,horizon,objective,mae,rmse,expired_units_total,expired_rate,non_expired_negative_days,avg_non_expired_inventory,total_days,category
B062,0.3081356182040506,0.3882255928571538,1.4245014245014245,5,34.749820787430025,351,351,14,l2,5.102234225076758,6.428396426455207,882.0,68.47826086956522,0,0.0,351,B
B006,0.2600738976166775,0.3315850073262169,1.4245014245014245,5,32.528346532305314,351,351,14,l2,5.122937117155864,6.531563363685081,1313.0,72.70210409745293,0,0.0,351,B
B016,0.27161410556778187,0.34878281571177133,0.8547008547008548,3,29.541120075040496,351,351,14,l2,5.134357807527729,6.593088268511688,1417.0,74.81520591341078,0,0.0,351,B
B063,0.2410683232472913,0.2950976086699079,1.1396011396011396,4,29.609888158140514,351,351,14,l2,5.146224917640894,6.299619321263875,1624.0,75.11563367252543,0,0.0,351,B
B044,0.2545457942550706,0.32569856241338757,1.1396011396011396,4,27.260541372759167,351,351,14,l2,5.285269938834628,6.762652771705893,1247.0,70.45197740112994,0,0.0,351,B
B076,0.23362516568983763,0.29603907495184645,0.8547008547008548,3,30.723601781676358,351,351,14,l2,5.35474204551209,6.785283071189756,1903.0,76.91996766370251,0,0.0,351,B
B068,0.20168993701807153,0.24318959779428,0.8547008547008548,3,21.73602200956523,351,351,14,l2,5.445053684282751,6.5654262925885964,2040.0,75.19351271654995,0,0.0,351,B
B052,0.38613413598167035,0.4665435987409583,0.8547008547008548,3,83.98486465349976,351,351,14,l2,5.598394923107465,6.764217589722897,841.0,69.50413223140495,0,0.0,351,B
B078,0.2838749625484252,0.3518912696217817,1.4245014245014245,5,47.82481856854899,351,351,14,l2,5.623312292305414,6.97065526404629,1172.0,70.60240963855422,0,0.0,351,B
B066,0.22099105824321164,0.2695826241463181,1.4245014245014245,5,27.048544270690122,351,351,14,l2,5.631179558197393,6.8693646449135874,1194.0,65.24590163934427,0,0.0,351,B
B098,0.34487994327616034,0.4189415045030601,1.4245014245014245,5,51.05656125144862,351,351,14,l2,5.709679060905322,6.93580935232844,1079.0,72.22222222222221,0,0.0,351,B
B4,0.48764326100775224,0.7186132569826725,0.2849002849002849,1,48.0595181002151,348,351,14,l2,5.712789428102214,8.418625962144585,78.0,20.967741935483872,0,186.04558404558404,351,B
B100,0.2650730406039445,0.3305281789603306,1.1396011396011396,4,29.74191641772791,351,351,14,l2,5.864080228745382,7.312111993239222,1451.0,72.62262262262263,0,0.0,351,B
B035,0.2772996797773785,0.35820708434751974,1.4245014245014245,5,42.081777531642665,351,351,14,l2,5.867534819676895,7.579498619512902,1459.0,73.27975891511804,0,0.0,351,B
B067,0.2526763229836167,0.3237947590278799,1.1396011396011396,4,25.457624434140563,351,351,14,l2,5.8828231094647165,7.538606184546537,1506.0,72.29956793086893,0,0.0,351,B
B091,0.28856570885556887,0.35221871057822285,1.1396011396011396,4,35.940701857764665,351,351,14,l2,6.040148897327249,7.372509591504853,1185.0,69.21728971962617,0,0.0,351,B
B047,0.31522252774442233,0.3797288029639547,0.8547008547008548,3,37.1055654615516,351,351,14,l2,6.073646595827716,7.316541009815459,1591.0,76.56400384985564,0,0.0,351,B
B074,0.3679508662603043,0.4494171164835104,1.7094017094017095,6,38.24929419761115,351,351,14,l2,6.321207189600099,7.720755590870563,801.0,64.91085899513777,0,0.0,351,B
B094,0.2739618301879735,0.347654316995293,1.1396011396011396,4,27.252810178486953,351,351,14,l2,6.454884147163934,8.191171514390522,1566.0,72.76951672862454,0,0.0,351,B
B050,0.2834988763499475,0.3311448563007901,0.8547008547008548,3,30.12721226844885,351,351,14,l2,6.531781803538534,7.629539751864642,1969.0,77.36738703339883,0,0.0,351,B
B072,0.2979200104277493,0.3718431795977308,1.4245014245014245,5,32.64903626226927,351,351,14,l2,6.536415955282329,8.158302923310897,1269.0,69.45812807881774,0,0.0,351,B
B003,0.2860515688289242,0.3596943796689451,0.8547008547008548,3,27.407050697449204,351,351,14,l2,6.666386988662678,8.382621155817581,1645.0,73.76681614349776,0,0.0,351,B
B031,0.3581596541534184,0.4245077423527946,1.4245014245014245,5,45.213908779443315,351,351,14,l2,7.384619421960936,8.752599804578844,1009.0,66.20734908136482,0,0.0,351,B
B054,0.2055229793787155,0.2708586953972438,1.9943019943019942,7,25.749840517748503,351,351,14,l2,7.733753594399071,10.19231238976295,2018.0,68.29103214890017,0,0.0,351,B
A100,0.028666884634213064,0.03793952918009342,1.1396011396011396,4,2.88661227732034,351,351,14,l2,7.785468503250698,10.30377082228372,19219.0,73.85106055948356,0,0.0,351,A
C6,0.07384281008476033,0.09319853079794643,0.0,0,7.4981154899843085,351,351,14,l2,8.434279484638537,10.645077772707893,62.0,2.118209771096686,0,256.002849002849,351,C
B008,0.18008226821137607,0.2189719278100733,1.7094017094017095,6,20.90310597407134,351,351,14,l2,8.631635556661513,10.495680095375137,3119.0,72.58552478473354,0,0.0,351,B
B090,0.19678182686607806,0.24798084368780846,1.4245014245014245,5,19.253516683524293,351,351,14,l2,8.742495179913451,11.017131841788276,2104.0,65.11915815536985,0,0.0,351,B
E1,0.07560457520908545,0.09317272844133238,0.0,0,7.570649396120674,351,351,14,l2,8.902600279107437,10.971287860993472,67.0,2.2229595222295955,0,362.8660968660969,351,E
D4,0.07607985962601363,0.09232621561678782,0.0,0,7.589316175132719,351,351,14,l2,9.0194732728139,10.94552274713896,31.0,1.0323010323010324,0,229.7037037037037,351,D
B095,0.18401131453995523,0.2312496798184647,1.4245014245014245,5,20.910925785561048,351,351,14,l2,9.065309547079504,11.392505593791714,3314.0,72.77119016249452,0,0.0,351,B
A086,0.0333805438231373,0.04370100263694948,0.8547008547008548,3,3.3462845022632153,351,351,14,l2,9.109179514402802,11.925518052927549,27821.0,80.25905838910685,0,0.0,351,A
C2,0.0784825296713465,0.10022903203913555,0.0,0,7.819178622649386,351,351,14,l2,9.19005826786898,11.736505543705157,63.0,2.100700233411137,0,237.56125356125355,351,C
B042,0.17426259314416967,0.2208026428910859,1.1396011396011396,4,17.639442353646402,351,351,14,l2,9.231945639646254,11.69750753435824,3477.0,72.4073302790504,0,0.0,351,B
A077,0.033798584959293124,0.04500048903084617,0.5698005698005698,2,3.2725301829825173,351,351,14,l2,9.320224606253392,12.409237418189834,46246.0,86.98252675531815,0,0.0,351,A
B081,0.22875941353074056,0.28827302446487624,1.9943019943019942,7,26.778934431529116,351,351,14,l2,9.354369978366721,11.787984957676263,1784.0,63.46495908929207,0,0.0,351,B
E2,0.10285129696191242,0.11973154829071056,0.0,0,10.699495924076254,351,351,14,l2,9.39873319103516,10.941280374428892,103.0,4.3096234309623425,0,459.03133903133903,351,E
B028,0.30345918343364686,0.37677946140044816,1.1396011396011396,4,40.00270268425664,351,351,14,l2,9.60954080873215,11.931349611014191,2560.0,75.91933570581257,0,0.0,351,B
B051,0.2755653896660961,0.35580353879943927,1.9943019943019942,7,33.83736657715205,351,351,14,l2,9.674621928362686,12.491643899217921,1838.0,68.17507418397626,0,0.0,351,B
A018,0.03516443346981792,0.04649417741109845,0.5698005698005698,2,3.4497955308917687,351,351,14,l2,9.688452614147243,12.810006880043014,47212.0,87.23577235772358,0,0.0,351,A
B007,0.2315948975378486,0.2748892379184412,1.1396011396011396,4,27.779412714089556,351,351,14,l2,9.701252930196546,11.514804743916926,2829.0,73.42330651440436,0,0.0,351,B
B005,0.25062821016412334,0.3248587273527392,1.1396011396011396,4,30.541427482024908,351,351,14,l2,9.833765556639051,12.746308812256194,2114.0,68.12761843377376,0,0.0,351,B
B015,0.1774653956779531,0.224249515255341,1.1396011396011396,4,18.98022463209747,351,351,14,l2,9.840481470313394,12.434667565284052,4012.0,74.15896487985214,0,0.0,351,B
C051,0.04229294736593217,0.05226626162017202,1.1396011396011396,4,4.217771377576955,351,351,14,l2,9.8845004108743,12.215414546293992,17262.0,74.62067176760472,0,0.0,351,C
A066,0.03594155216394325,0.04739053897643094,0.8547008547008548,3,3.653627300136355,351,351,14,l2,9.889046724310026,13.039149007546488,28214.0,80.34742987327354,0,0.0,351,A
C036,0.04269964272890895,0.05198618271703167,1.1396011396011396,4,4.319115908445099,351,351,14,l2,9.945610516529776,12.10863352715363,17313.0,74.76357041067496,0,0.0,351,C
A020,0.03624923841496761,0.04672815768178398,0.5698005698005698,2,3.5357529366399696,351,351,14,l2,9.980623643587748,12.86581941505119,46808.0,87.14139439635112,0,0.0,351,A
