dataset_id,normalized_mae,normalized_rmse,stockout_rate,stockout_days,mape,mape_count,total_samples,horizon,objective,mae,rmse,expired_units_total,expired_rate,non_expired_negative_days,avg_non_expired_inventory,total_days,category
B043,0.341151809433517,0.4237447555793541,1.1396011396011396,4,54.09392079798817,350,351,14,l2,1.9438849540371337,2.4145000317911913,276.0,65.71428571428571,0,0.0,351,B
B096,0.36661534214441216,0.4424044082163003,1.1396011396011396,4,56.79869487880458,349,351,14,l2,1.996016862786244,2.4086462225109684,385.0,73.75478927203065,0,0.0,351,B
B077,0.2364602582324981,0.33952854343061073,0.5698005698005698,2,23.85927981648948,351,351,14,l2,2.010249032950924,2.886476278053967,663.0,75.68493150684932,0,0.0,351,B
B075,0.294316193241462,0.3766933001349902,0.8547008547008548,3,39.268104408984584,351,351,14,l2,2.0442817069022348,2.616462295524519,477.0,73.27188940092167,0,0.0,351,B
B058,0.25911018255804674,0.32536094952480477,0.5698005698005698,2,28.492143476586396,351,351,14,l2,2.086907367782331,2.620499727369296,678.0,77.22095671981776,0,0.0,351,B
B017,0.22100573624616454,0.28396158589707887,0.8547008547008548,3,23.084922673556687,351,351,14,l2,2.0992396713524575,2.697230562338635,759.0,75.82417582417582,0,0.0,351,B
B061,0.3562205423436093,0.4671922060906645,0.8547008547008548,3,59.413771874738366,351,351,14,l2,2.1515314808217996,2.821787683510566,490.0,76.5625,0,0.0,351,B
B012,0.28920777676527915,0.3837811825756833,0.5698005698005698,2,34.07437062066879,351,351,14,l2,2.1702942564095307,2.879998959841452,607.0,76.54476670870113,0,0.0,351,B
B084,0.3636916254899776,0.4434157942360814,0.8547008547008548,3,59.38647887731068,351,351,14,l2,2.213234507255248,2.698393551248632,372.0,70.45454545454545,0,0.0,351,B
B030,0.29550832669793914,0.3579115840715685,0.5698005698005698,2,36.31419892874214,351,351,14,l2,2.2234686347842088,2.6930042550798072,687.0,78.69415807560138,0,0.0,351,B
B080,0.36973343009614,0.4767140208503401,0.5698005698005698,2,52.08867440511404,337,351,14,l2,2.2236674385554176,2.8670749231198513,563.0,78.74125874125875,0,0.0,351,B
B046,0.23814354997220324,0.28912846678583043,0.8547008547008548,3,30.953050272115686,351,351,14,l2,2.2294578495973214,2.706769634923757,751.0,76.39877924720244,0,0.0,351,B
B002,0.42649477558720256,0.5155040954769897,0.5698005698005698,2,63.482770254986754,351,351,14,l2,2.247906936855626,2.7170443778701734,431.0,76.55417406749557,0,0.0,351,B
B079,0.228703867900192,0.2830341863603424,0.5698005698005698,2,25.428035012978572,351,351,14,l2,2.256414514354316,2.7924426990480504,857.0,77.69718948322756,0,0.0,351,B
B045,0.23496980880135956,0.2969102746010136,0.5698005698005698,2,29.120770300912792,351,351,14,l2,2.270705388758438,2.8692867562582283,875.0,78.05530776092773,0,0.0,351,B
B060,0.2643721121230832,0.33594581595412865,1.1396011396011396,4,35.40540785577891,351,351,14,l2,2.2776674275219473,2.8943024143740312,664.0,75.45454545454545,0,0.0,351,B
B086,0.331213390840481,0.4035595610792714,1.1396011396011396,4,49.83069684006048,350,351,14,l2,2.293015782741792,2.793873884394956,453.0,72.36421725239617,0,0.0,351,B
B071,0.33364881943215513,0.41437087582740856,0.5698005698005698,2,48.16948181251354,351,351,14,l2,2.301321344288455,2.8580965537839207,589.0,77.39816031537451,0,0.0,351,B
B037,0.24218190621064717,0.2998898041389542,1.1396011396011396,4,30.40329485528856,351,351,14,l2,2.314182659346184,2.8656136839944515,619.0,71.72653534183083,0,0.0,351,B
B034,0.37236091613284483,0.4689397384801458,0.5698005698005698,2,60.45408522513151,351,351,14,l2,2.3455555144436464,2.9539195492296364,349.0,68.83629191321499,0,0.0,351,B
B009,0.3082621173601911,0.38182387448837,1.1396011396011396,4,34.161751829526885,351,351,14,l2,2.363342899761465,2.9273163710775036,363.0,65.64195298372513,0,0.0,351,B
B092,0.24888498012916246,0.3251807447587174,0.8547008547008548,3,28.11778282578906,351,351,14,l2,2.3739798104627803,3.1017240269293045,703.0,74.70775770456962,0,0.0,351,B
B082,0.3813498041997959,0.46747880913356565,0.8547008547008548,3,63.852797561172416,345,351,14,l2,2.376102626167959,2.912752579986063,465.0,75.24271844660194,0,0.0,351,B
B011,0.4761418187470743,0.5640081423287031,0.8547008547008548,3,87.51445526152139,342,351,14,l2,2.3820656231335113,2.821647572447871,348.0,73.10924369747899,0,0.0,351,B
B018,0.23696583260481285,0.28794352997905165,1.1396011396011396,4,26.66894949677908,351,351,14,l2,2.3851860016888997,2.8983033943475482,623.0,71.44495412844036,0,0.0,351,B
B021,0.4238149498918344,0.4993318906908773,0.5698005698005698,2,66.57351292044962,347,351,14,l2,2.433011749379049,2.8665349280402213,416.0,74.82014388489209,0,0.0,351,B
B070,0.2810046434921367,0.35475523512905033,0.8547008547008548,3,40.818654895578796,351,351,14,l2,2.4673968981275367,3.11497331814169,700.0,75.67567567567568,0,0.0,351,B
B010,0.41512880987897455,0.5295657611072813,1.1396011396011396,4,51.73775175462752,337,351,14,l2,2.521523141487105,3.216621660059042,389.0,71.50735294117648,0,0.0,351,B
