dataset_id,normalized_mae,normalized_rmse,stockout_rate,stockout_days,mape,mape_count,total_samples,horizon,objective,mae,rmse,category
B089,0.27476009291984327,0.358023572918547,1.4245014245014245,5,31.19162444822449,351,351,14,l2,10.919169618629327,14.228121990429663,B
C069,0.04648885866890877,0.05740636966737141,0.5698005698005698,2,4.602720195994003,351,351,14,l2,10.941702542324476,13.511267837495403,C
C100,0.048348059938366675,0.05950198813663463,0.5698005698005698,2,4.888642085999265,351,351,14,l2,10.988646238299543,13.5237339190546,C
B087,0.2739510539528267,0.345567585857807,1.9943019943019942,7,30.517680971363916,351,351,14,l2,10.992383600773822,13.866022447924085,B
B019,0.32299353766319905,0.40733249608225586,1.4245014245014245,5,50.55404089749748,351,351,14,l2,11.072881021940953,13.964193519537849,B
C062,0.04225161747779786,0.0550571314221306,0.8547008547008548,3,4.195405319900108,351,351,14,l2,11.092072775239776,14.453830290665657,C
B051,0.26665455999111737,0.328661545996334,1.7094017094017095,6,32.890967515666865,351,351,14,l2,11.109846966695441,13.693294725499682,B
C094,0.04808845653821465,0.06154340625247683,0.8547008547008548,3,4.977285171416259,351,351,14,l2,11.216803742725668,14.35521868006491,C
C003,0.04123429433567992,0.052168972945134215,1.1396011396011396,4,4.15766552365654,351,351,14,l2,11.235229178563408,14.214633146799846,C
C087,0.044357908457048706,0.056772200107112515,0.5698005698005698,2,4.558309190688895,351,351,14,l2,11.24845788018516,14.396524179868578,C
B022,0.26302752285306236,0.3196673391791758,1.1396011396011396,4,28.52105856019279,351,351,14,l2,11.331165735216969,13.771196113186088,B
B008,0.3176155681776084,0.3841206432189642,1.1396011396011396,4,43.66143466634787,351,351,14,l2,11.37172320594873,13.752832260207189,B
B028,0.24569988202904322,0.29258378090777887,1.1396011396011396,4,27.970192881707963,351,351,14,l2,11.399494526618145,13.57472043328541,B
B014,0.19414776145826382,0.24441132959238182,1.1396011396011396,4,19.984849611653058,351,351,14,l2,11.40659583131714,14.359687859983184,B
C024,0.04921182834485045,0.06045037398309086,0.8547008547008548,3,4.912894358541317,351,351,14,l2,11.431585253838694,14.042225762710293,C
