dataset_id,normalized_mae,normalized_rmse,stockout_rate,stockout_days,mape,expired_rate,expired_units_total,non_expired_negative_days,avg_non_expired_inventory
A001,0.04427594994884835,0.05488716852692479,1.9943019943019942,7,4.464533447676168,68.21217237864889,89684.0,0,0.0
A002,0.035824702190882574,0.046593851518096585,1.7094017094017095,6,3.528143222420113,69.30873161965324,95260.0,0,0.0
A003,0.04159393209821451,0.05025054783280078,0.5698005698005698,2,4.1828479298976875,86.84935701163504,45384.0,0,0.0
A004,0.04956234809000825,0.06058026642076674,0.8547008547008548,3,4.816603913371766,80.1972488969634,27810.0,0,0.0
A005,0.04136742928967184,0.05503517286470279,1.7094017094017095,6,4.109417909834386,70.01264953558135,96859.0,0,0.0
A006,0.03817189431261964,0.047256220764172664,1.4245014245014245,5,3.9058934807380705,71.99604637495325,107804.0,0,0.0
A007,0.03611543591279414,0.04452037405823684,1.4245014245014245,5,3.6090497206365355,71.65698359375526,106440.0,0,0.0
A008,0.041316550908138294,0.05158993506213196,0.5698005698005698,2,4.131621287693323,87.11248050515424,45802.0,0,0.0
A009,0.047006495249994396,0.05845640072795696,1.1396011396011396,4,4.654442484954886,73.61171545605953,49060.0,0,0.0
A010,0.04023876751183752,0.051510066721732,1.9943019943019942,7,4.096942101388942,68.02787488082808,89907.0,0,0.0
A011,0.03922094860506719,0.04833785545063993,1.1396011396011396,4,3.893703073127297,73.9856269249654,49725.0,0,0.0
A012,0.046708322346187714,0.05862394247784762,1.1396011396011396,4,4.624049583578301,74.46133966403221,49557.0,0,0.0
A013,0.044598748088827404,0.05771434044665939,1.9943019943019942,7,4.354351113732107,67.77335679853087,88573.0,0,0.0
A014,0.04364422128583879,0.05448804579863369,0.8547008547008548,3,4.484049247992754,80.91475765748626,72303.0,0,0.0
A015,0.05477900850061952,0.06589809855766751,0.8547008547008548,3,5.389097440873511,80.4884340871958,28080.0,0,0.0
A016,0.04698929591887307,0.05642002324056683,1.1396011396011396,4,4.792222526310031,74.61322920082273,50061.0,0,0.0
A017,0.04883608706450464,0.058553254399167864,0.8547008547008548,3,4.933101823575611,80.54200296584747,71150.0,0,0.0
A018,0.05413662797015434,0.06861704633256867,1.1396011396011396,4,5.483391833858435,74.54666567981644,20144.0,0,0.0
A019,0.041421323733928324,0.04958907388012845,1.9943019943019942,7,4.232672127159408,68.36374293615486,90973.0,0,0.0
A020,0.04572516934524083,0.05894657864188168,1.1396011396011396,4,4.482244355137621,73.74630134880682,19191.0,0,0.0
A021,0.052093983392933585,0.06660213812844532,0.8547008547008548,3,5.027576777826116,80.32038584101284,27978.0,0,0.0
A022,0.05271115688273606,0.0629606198781127,1.9943019943019942,7,5.171828428306306,67.70626659747872,88725.0,0,0.0
A023,0.032760074213967025,0.04053473890238814,1.7094017094017095,6,3.3682789332056755,69.87285953626005,96340.0,0,0.0
A024,0.04568951500433636,0.057357647789709115,1.4245014245014245,5,4.504486127983791,71.8159501816017,107367.0,0,0.0
A025,0.05933464572898734,0.07555194440136763,1.1396011396011396,4,5.661641334049347,73.80422207570876,118658.0,0,0.0
A026,0.0431057457155829,0.05357752079614276,1.4245014245014245,5,4.36441612885562,71.45458458176762,43165.0,0,0.0
A027,0.037446495337601395,0.04559841016939281,1.7094017094017095,6,3.82374808710206,69.57947266175101,96346.0,0,0.0
A028,0.05071963513535355,0.06423524462390118,0.5698005698005698,2,5.075270889403204,86.92618787495448,45352.0,0,0.0
A029,0.04413436254349892,0.05397325174392557,1.1396011396011396,4,4.4560815936939155,74.3890576597878,49709.0,0,0.0
A030,0.04581411639113366,0.05774377283469533,0.8547008547008548,3,4.571509516213127,80.26954609994046,70101.0,0,0.0
A031,0.047643521609160834,0.05923553598283526,0.8547008547008548,3,4.878183102650061,80.03208617429668,27936.0,0,0.0
A032,0.041300627199067165,0.0507600182610692,0.5698005698005698,2,4.200239941915719,87.15113517621354,45872.0,0,0.0
A033,0.047166731313430584,0.05844020034811999,1.4245014245014245,5,4.84752329111547,71.66259334691107,105559.0,0,0.0
A034,0.04542261568708845,0.06049079487563305,0.5698005698005698,2,4.5806732453543075,87.22305261763759,46100.0,0,0.0
A035,0.049122994397007236,0.060750019023730506,1.1396011396011396,4,4.791050604375917,74.44630478204677,50689.0,0,0.0
A036,0.03502356762035617,0.04556792789889286,1.4245014245014245,5,3.4301488850211386,72.08104208635052,105913.0,0,0.0
A037,0.05140001874713528,0.06527801054830172,0.8547008547008548,3,4.987883238525026,80.7760040902119,28438.0,0,0.0
A038,0.044962580449082294,0.057822725413114465,1.4245014245014245,5,4.357567322980932,71.3539004402526,43274.0,0,0.0
A039,0.04737775096704742,0.05939512120253192,0.8547008547008548,3,4.630578728682719,80.36712344312991,28327.0,0,0.0
A040,0.04595469545230367,0.05528427003323487,1.9943019943019942,7,4.549960077209106,67.37455467198356,87182.0,0,0.0
