dataset_id,normalized_mae,normalized_rmse,stockout_rate,stockout_days,mape,mape_count,total_samples,horizon,objective,mae,rmse,category
B009,0.2773698276150561,0.3571337972494075,0.8547008547008548,3,33.54477814252903,351,351,14,asymmetric,1.9621347064620636,2.526390936097661,B
B034,0.39892880419584476,0.49017259375339756,0.8547008547008548,3,50.80053308579823,351,351,14,asymmetric,2.0446521901661674,2.512309105875676,B
B002,0.388395058991413,0.48572889756363535,0.8547008547008548,3,58.88251782793888,348,351,14,asymmetric,2.0470964647695555,2.5601095740533486,B
B077,0.3487253325941212,0.4289414683324303,0.8547008547008548,3,40.86408832246798,346,351,14,asymmetric,2.1052677486237688,2.589535531043931,B
B039,0.23410160698705418,0.2966391629028742,1.4245014245014245,5,25.453168409656797,351,351,14,asymmetric,2.196953542493893,2.7838444518577425,B
B092,0.2819893104204601,0.3718129301630723,0.5698005698005698,2,37.987075736353674,351,351,14,asymmetric,2.2237789494126314,2.932131597411351,B
B018,0.32521976792309754,0.4073480692231827,0.5698005698005698,2,34.01322165102961,351,351,14,asymmetric,2.325645633866025,2.9129448824791697,B
B070,0.2629647839811311,0.34324230152645774,0.5698005698005698,2,24.099893600736966,351,351,14,asymmetric,2.3457058081051896,3.061799561479599,B
B079,0.30218699317147224,0.3823855004686488,0.8547008547008548,3,36.66032271853024,351,351,14,asymmetric,2.358091664662856,2.9839142045117635,B
B056,0.29757346498953346,0.36674826211123784,1.1396011396011396,4,36.29410906270515,351,351,14,asymmetric,2.3805877199162677,2.9339860968899028,B
B017,0.29689456051028384,0.3785398243850095,1.1396011396011396,4,55.00530202159444,350,351,14,asymmetric,2.399686234095941,3.05959396518596,B
B011,0.30788092571250436,0.39185611528088454,0.5698005698005698,2,36.736150842758754,351,351,14,asymmetric,2.472696095679629,3.147129313324255,B
B075,0.3671509181284135,0.46272697310532956,1.4245014245014245,5,39.887840214150806,351,351,14,asymmetric,2.474869151828565,3.11912255945074,B
B060,0.33555982391646205,0.4060500500249648,1.1396011396011396,4,41.2923163653527,351,351,14,asymmetric,2.49996848872236,3.025130714573456,B
B046,0.26743949249178556,0.3284721135308798,0.5698005698005698,2,29.431833872777112,351,351,14,asymmetric,2.512864519196321,3.086327722008096,B
B021,0.31310109131228514,0.4008740397539638,1.1396011396011396,4,36.95073433679574,351,351,14,asymmetric,2.5404897665452655,3.2526759692857237,B
B086,0.32326548057082155,0.41714803378537985,0.8547008547008548,3,35.73525367000475,351,351,14,asymmetric,2.5492844735613507,3.2896460328146193,B
B088,0.3521714081037924,0.4239739145204422,0.8547008547008548,3,44.462807164901044,351,351,14,asymmetric,2.572556952644227,3.09706301091286,B
B020,0.2470336800365686,0.30504025157134085,0.8547008547008548,3,25.64332861939112,351,351,14,asymmetric,2.593501740554858,3.202488111226185,B
B065,0.32348857939677694,0.3857740720186342,0.8547008547008548,3,35.020315788633624,351,351,14,asymmetric,2.610949132282248,3.113669361905386,B
B030,0.2610030383069715,0.349305433321385,0.5698005698005698,2,24.53755755877543,351,351,14,asymmetric,2.613004776668655,3.497035021912669,B
B061,0.3190047549960076,0.39277572721170434,0.8547008547008548,3,33.447505773875584,351,351,14,asymmetric,2.6147483764202675,3.219418140136961,B
B096,0.37439009149911856,0.4733523249311732,0.5698005698005698,2,41.01546826417696,351,351,14,asymmetric,2.623930555805788,3.3175120208851454,B
B010,0.3318433595295368,0.4084150895819127,0.5698005698005698,2,36.185580994589884,351,351,14,asymmetric,2.7303806903740804,3.3604067769588712,B
B012,0.29253800643551514,0.36712586053344193,1.1396011396011396,4,29.499675377174135,351,351,14,asymmetric,2.7628589496687543,3.4672997939269514,B
B049,0.29478153960183634,0.3570635111069995,0.5698005698005698,2,28.0164604137284,351,351,14,asymmetric,2.870550718971728,3.4770458147114653,B
B084,0.44034740082712454,0.5449769715160264,1.4245014245014245,5,42.03308879388308,351,351,14,asymmetric,2.872921788872123,3.5555477628823375,B
B043,0.4125584250612859,0.4892566705598349,0.5698005698005698,2,50.115893895490984,351,351,14,asymmetric,2.897312016456039,3.435947843105393,B
B037,0.4839856224896094,0.5998712067132641,0.5698005698005698,2,78.3883026288112,342,351,14,asymmetric,2.943901151040787,3.64878924881145,B
B058,0.36189956450498245,0.4403549504593625,0.5698005698005698,2,42.244342497767825,351,351,14,asymmetric,3.285965561474014,3.998322584370337,B
